ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,User-ID,Book-Rating
067168390X,Lonesome Dove,Larry McMurtry,1988,Pocket,http://images.amazon.com/images/P/067168390X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067168390X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067168390X.01.LZZZZZZZ.jpg,24025,9
068986020X,Gingerbread,Rachel Cohn,2003,Simon Pulse,http://images.amazon.com/images/P/068986020X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068986020X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068986020X.01.LZZZZZZZ.jpg,969,8
1573228567,"My Grandfathers Blessings : Stories of Strength, Refuge, and Belonging",Rachel Naomi Remen M.D.,2001,Riverhead Books,http://images.amazon.com/images/P/1573228567.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573228567.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573228567.01.LZZZZZZZ.jpg,973,10
051513399X,Smoke in Mirrors,Jayne Ann Krentz,2002,Jove Books,http://images.amazon.com/images/P/051513399X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513399X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513399X.01.LZZZZZZZ.jpg,11676,10
8850200005,Il Dio Delle Piccole Cose,Arundhati Roy,2002,Distribooks Inc,http://images.amazon.com/images/P/8850200005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8850200005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8850200005.01.LZZZZZZZ.jpg,24413,3
671028375,Fatal Voyage,Kathy Reichs,2002,Pocket,http://images.amazon.com/images/P/0671028375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671028375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671028375.01.LZZZZZZZ.jpg,177861,9
3442720001,Das Halsband der Taube.,Ernst W. Heine,1996,btb,http://images.amazon.com/images/P/3442720001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442720001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442720001.01.LZZZZZZZ.jpg,91818,5
1570362084,The Best of Larry King Live: The Greatest Interviews,Larry King,1995,Turner Pub,http://images.amazon.com/images/P/1570362084.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570362084.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570362084.01.LZZZZZZZ.jpg,1021,10
044990928X,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1994,Ballantine Books,http://images.amazon.com/images/P/044990928X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044990928X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044990928X.01.LZZZZZZZ.jpg,1022,8
394404289,The Prophet,Kahlil Gibran,1973,Alfred A. Knopf,http://images.amazon.com/images/P/0394404289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394404289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394404289.01.LZZZZZZZ.jpg,44763,8
000636988X,How Not to Be a Perfect Mother: The Crafty Mother's Guide to a Quiet Life (How Not to),Libby Purves,1986,HarperCollins Publishers,http://images.amazon.com/images/P/000636988X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/000636988X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/000636988X.01.LZZZZZZZ.jpg,1025,9
1578562333,"No Eye Can See (Kirkpatrick, Jane, Kinship and Courage Historical Series, Bk. 2.)",JANE KIRKPATRICK,2001,WaterBrook Press,http://images.amazon.com/images/P/1578562333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1578562333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1578562333.01.LZZZZZZZ.jpg,1026,7
038531258X,Cold Sassy Tree,Olive Ann Burns,1986,Delta,http://images.amazon.com/images/P/038531258X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038531258X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038531258X.01.LZZZZZZZ.jpg,1032,10
006092988X,A Tree Grows in Brooklyn,Betty Smith,1998,Perennial,http://images.amazon.com/images/P/006092988X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006092988X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006092988X.01.LZZZZZZZ.jpg,1032,8
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor,http://images.amazon.com/images/P/1400034779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400034779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400034779.01.LZZZZZZZ.jpg,278582,10
038533303X,Driving Mr. Albert: A Trip Across America With Einstein's Brain,Michael Paterniti,2001,Delta,http://images.amazon.com/images/P/038533303X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533303X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533303X.01.LZZZZZZZ.jpg,1057,6
1558506454,Museum of Science Book of Answers &amp; Questions,Ann Rae Jonas,1996,Adams Media Corp,http://images.amazon.com/images/P/1558506454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558506454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558506454.01.LZZZZZZZ.jpg,1063,8
037570504X,"Breath, Eyes, Memory",Edwidge Danticat,1998,Vintage Books USA,http://images.amazon.com/images/P/037570504X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037570504X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037570504X.01.LZZZZZZZ.jpg,2977,5
1558744606,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications,http://images.amazon.com/images/P/1558744606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744606.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744606.01.LZZZZZZZ.jpg,277898,8
080410753X,The Kitchen God's Wife,Amy Tan,1992,Ivy Books,http://images.amazon.com/images/P/080410753X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080410753X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080410753X.01.LZZZZZZZ.jpg,278390,9
044023767X,Teen Angst? Naaah . . . A Quasi-autobiography,Ned Vizzini,2002,Laurel-Leaf Books,http://images.amazon.com/images/P/044023767X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044023767X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044023767X.01.LZZZZZZZ.jpg,1083,10
014131088X,Speak,Laurie Halse Anderson,2001,Speak,http://images.amazon.com/images/P/014131088X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014131088X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014131088X.01.LZZZZZZZ.jpg,1083,10
043909013X,Kerosene,Chris Wooding,2002,Push,http://images.amazon.com/images/P/043909013X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043909013X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043909013X.01.LZZZZZZZ.jpg,1083,9
3478088534,Jetzt will ichs wirklich wissen. Mit mentaler Powertechnik Ziele erreichen.,Peter Kummer,2002,Moderne Verlagsges. Mvg,http://images.amazon.com/images/P/3478088534.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3478088534.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3478088534.01.LZZZZZZZ.jpg,1095,5
3821807059,Herr Lehmann. Ein Roman.,Sven Regener,2001,Eichborn,http://images.amazon.com/images/P/3821807059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3821807059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3821807059.01.LZZZZZZZ.jpg,30810,10
059040640X,Freedom Train: The Story of Harriet Tubman,Dorothy Sterling,1987,Scholastic,http://images.amazon.com/images/P/059040640X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059040640X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059040640X.01.LZZZZZZZ.jpg,1096,7
1566197155,Little Princess,Frances Hodgson Burnett,0,Barnes Noble Books,http://images.amazon.com/images/P/1566197155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1566197155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1566197155.01.LZZZZZZZ.jpg,1096,7
031227999X,Emotionally Weird: A Novel,Kate Atkinson,2001,Picador USA,http://images.amazon.com/images/P/031227999X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031227999X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031227999X.01.LZZZZZZZ.jpg,1098,7
9505470010,Fahrenheit 451 / Fahrenheit 451,Ray Bradbury,1998,Minotauro,http://images.amazon.com/images/P/9505470010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9505470010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9505470010.01.LZZZZZZZ.jpg,59059,8
031298250X,America : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,2002,St. Martin's Paperbacks,http://images.amazon.com/images/P/031298250X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031298250X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031298250X.01.LZZZZZZZ.jpg,1116,4
006109594X,Nimitz Class,Patrick Robinson,1998,HarperTorch,http://images.amazon.com/images/P/006109594X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006109594X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006109594X.01.LZZZZZZZ.jpg,1116,7
2894850743,Un retour simple: Roman,Raymond Cloutier,1998,LanctÃ´t Ã©diteur,http://images.amazon.com/images/P/2894850743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2894850743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2894850743.01.LZZZZZZZ.jpg,156858,7
1400062888,Obliviously On He Sails : The Bush Administration in Rhyme,CALVIN TRILLIN,2004,Random House,http://images.amazon.com/images/P/1400062888.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400062888.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400062888.01.LZZZZZZZ.jpg,1129,3
1931520038,The Mount: A Novel,Carol Emshwiller,2002,Small Beer Press,http://images.amazon.com/images/P/1931520038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931520038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931520038.01.LZZZZZZZ.jpg,1129,10
1558612815,Allegra Maud Goldman,Edith Konecky,2001,Feminist Press,http://images.amazon.com/images/P/1558612815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558612815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558612815.01.LZZZZZZZ.jpg,1129,9
014025448X,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books,http://images.amazon.com/images/P/014025448X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014025448X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014025448X.01.LZZZZZZZ.jpg,278202,2
671036505,The Vineyard,Barbara Delinsky,2001,Pocket Books,http://images.amazon.com/images/P/0671036505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671036505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671036505.01.LZZZZZZZ.jpg,31342,9
446605891,With Heart,Dorothy Garlock,1999,Warner Vision,http://images.amazon.com/images/P/0446605891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605891.01.LZZZZZZZ.jpg,67930,5
8481301132,El Gran Gatsby,F.Scott Fitzgerald,2001,Colleccion Millenium,http://images.amazon.com/images/P/8481301132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8481301132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8481301132.01.LZZZZZZZ.jpg,1137,7
006101253X,Sinners,Jackie Collins,1997,HarperTorch,http://images.amazon.com/images/P/006101253X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006101253X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006101253X.01.LZZZZZZZ.jpg,1155,7
225313922X,Les Thanatonautes,Bernard Werber,1996,LGF,http://images.amazon.com/images/P/225313922X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/225313922X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/225313922X.01.LZZZZZZZ.jpg,1166,9
038533656X,Apocalipstick,SUE MARGOLIS,2003,Delta,http://images.amazon.com/images/P/038533656X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533656X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533656X.01.LZZZZZZZ.jpg,1167,5
038039586X,Watership Down,Richard George Adams,1975,Harpercollins,http://images.amazon.com/images/P/038039586X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038039586X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038039586X.01.LZZZZZZZ.jpg,2766,9
3499232871,Herzsprung,Ildiko Kurthy,2003,Distribooks Inc,http://images.amazon.com/images/P/3499232871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499232871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499232871.01.LZZZZZZZ.jpg,11676,5
3453151933,Tom Clancys Power Plays 2. Tigerjagd.,Tom Clancy,1999,Heyne,http://images.amazon.com/images/P/3453151933.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453151933.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453151933.01.LZZZZZZZ.jpg,1172,10
014056232X,Way Out West Lives a Coyote Named Frank (Picture Puffins),Jillian Lund,1997,Puffin Books,http://images.amazon.com/images/P/014056232X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014056232X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014056232X.01.LZZZZZZZ.jpg,1178,10
034536628X,Magic Casement (Man of His Word),Dave Duncan,1990,Del Rey Books,http://images.amazon.com/images/P/034536628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034536628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034536628X.01.LZZZZZZZ.jpg,1184,7
3426650754,"Der Mann, der's wert ist.",Eva Heller,1994,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",http://images.amazon.com/images/P/3426650754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3426650754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3426650754.01.LZZZZZZZ.jpg,39651,5
037348397X,The Donovan Legacy,Nora Roberts,1999,Harlequin,http://images.amazon.com/images/P/037348397X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037348397X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037348397X.01.LZZZZZZZ.jpg,28451,8
3404100263,Die Nadel,Ken Follett,1980,Gustav Lubbe Verlag GmbH,http://images.amazon.com/images/P/3404100263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404100263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404100263.01.LZZZZZZZ.jpg,9341,8
2070417700,Deus Irae,Philip Kindred Dick,2001,Gallimard,http://images.amazon.com/images/P/2070417700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070417700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070417700.01.LZZZZZZZ.jpg,1211,6
2070360075,Le Vieil Homme et la Mer,Ernest Hemingway,1972,Gallimard,http://images.amazon.com/images/P/2070360075.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070360075.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070360075.01.LZZZZZZZ.jpg,147649,9
2207245810,Radio libre Albemuth,Philip Kindred Dick,1998,DenoÃ?Â«l,http://images.amazon.com/images/P/2207245810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2207245810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2207245810.01.LZZZZZZZ.jpg,1211,9
2207250474,Siva,Philip K. Dick,2000,DenoÃ?Â«l,http://images.amazon.com/images/P/2207250474.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2207250474.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2207250474.01.LZZZZZZZ.jpg,1211,9
2290331406,Dr. Bloodmoney,Philip K. Dick,2002,J'ai lu,http://images.amazon.com/images/P/2290331406.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2290331406.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2290331406.01.LZZZZZZZ.jpg,1211,8
2070426815,L'oeil de la sibylle,Dick,2003,Gallimard,http://images.amazon.com/images/P/2070426815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070426815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070426815.01.LZZZZZZZ.jpg,1211,7
2290305251,A rebrousse-temps,Philip K. Dick,1999,J'ai lu,http://images.amazon.com/images/P/2290305251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2290305251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2290305251.01.LZZZZZZZ.jpg,1211,8
2070364283,La Perle,John Steinbeck,1973,Gallimard,http://images.amazon.com/images/P/2070364283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070364283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070364283.01.LZZZZZZZ.jpg,1211,7
2070363104,Histoires Extraordinaires,Edgar Allan Poe,0,Gallimard French,http://images.amazon.com/images/P/2070363104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070363104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070363104.01.LZZZZZZZ.jpg,72992,10
2253152277,VÃ?Â©ronika dÃ?Â©cide de mourir,Paulo Coelho,2002,LGF,http://images.amazon.com/images/P/2253152277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253152277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253152277.01.LZZZZZZZ.jpg,1211,7
2207252000,La Maison des feuilles,Mark Z. Danielewski,2002,DenoÃ?Â«l,http://images.amazon.com/images/P/2207252000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2207252000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2207252000.01.LZZZZZZZ.jpg,1211,8
2253170453,Risque mortel,Robin Cook,1998,LGF,http://images.amazon.com/images/P/2253170453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253170453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253170453.01.LZZZZZZZ.jpg,66255,8
2723409821,"Balade au bout du monde, tome 4 : La pierre de folie",Laurent Vicomte,1993,GlÃ?Â©nat,http://images.amazon.com/images/P/2723409821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2723409821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2723409821.01.LZZZZZZZ.jpg,1211,10
2070415686,"Le Guide galactique, tome 1",Jean Bonnefoy,2000,Gallimard,http://images.amazon.com/images/P/2070415686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070415686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070415686.01.LZZZZZZZ.jpg,1211,8
2258036992,La porte obscure,Philip K. (Philip Kindred) Dick,1994,Presses de la CitÃ?Â©,http://images.amazon.com/images/P/2258036992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2258036992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2258036992.01.LZZZZZZZ.jpg,1211,9
2207251756,"Nouvelles : tome 2, 1953-1981",Philip Kindred Dick,2000,DenoÃ?Â«l,http://images.amazon.com/images/P/2207251756.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2207251756.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2207251756.01.LZZZZZZZ.jpg,1211,10
2266000489,La Nuit Des Temps,Rene Barjavel,0,Presses De La Cite French,http://images.amazon.com/images/P/2266000489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266000489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266000489.01.LZZZZZZZ.jpg,277681,7
2070360423,LA Peste (Folio Series: No. 42),Albert Camus,1985,Distribooks,http://images.amazon.com/images/P/2070360423.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070360423.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070360423.01.LZZZZZZZ.jpg,1211,7
1579730272,The Not-So-Perfect Picnic,Disney Enterprises Inc,1998,Advance Publishers LLC,http://images.amazon.com/images/P/1579730272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1579730272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1579730272.01.LZZZZZZZ.jpg,164465,6
2253004898,Guerre De Troie N'Aura Pas Lieu,Jean Giraudoux,2001,Distribooks Inc,http://images.amazon.com/images/P/2253004898.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253004898.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253004898.01.LZZZZZZZ.jpg,1211,8
082176828X,What You Wish for,Fern Michaels,2001,Zebra Books,http://images.amazon.com/images/P/082176828X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082176828X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082176828X.01.LZZZZZZZ.jpg,1219,6
8420725927,Lazarillo De Tormes (Biblioteca Didactica Anaya),Anonimo,1998,Continental Book Company,http://images.amazon.com/images/P/8420725927.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420725927.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420725927.01.LZZZZZZZ.jpg,1234,9
1559277785,Full House,Janet Evanovich,2002,Audio Renaissance,http://images.amazon.com/images/P/1559277785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559277785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559277785.01.LZZZZZZZ.jpg,1242,7
1558534245,Sailing on the Ice: And Other Stories from the Old Squire's Farm,C. A. Stephens,1996,Thomas Nelson Inc,http://images.amazon.com/images/P/1558534245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558534245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558534245.01.LZZZZZZZ.jpg,1248,10
1560980087,Bertha Lum (American Printmakers),Mary Evans O'Keefe Gravalos,1991,Smithsonian Inst Pr,http://images.amazon.com/images/P/1560980087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1560980087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1560980087.01.LZZZZZZZ.jpg,1248,10
1860462995,The Swan: A Novel,Sebastiano Vassalli,1998,Harvill Press,http://images.amazon.com/images/P/1860462995.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1860462995.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1860462995.01.LZZZZZZZ.jpg,1248,10
031231616X,I Capture the Castle,Dodie Smith,2003,St. Martin's Griffin,http://images.amazon.com/images/P/031231616X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031231616X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031231616X.01.LZZZZZZZ.jpg,1252,8
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,http://images.amazon.com/images/P/089480829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg,1254,10
1593160151,"Use What You've Got, and Other Business Lessons I Learned from My Mom",Barbara Corcoran,2003,Listen &amp; Live Audio,http://images.amazon.com/images/P/1593160151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593160151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593160151.01.LZZZZZZZ.jpg,1262,10
1593160127,Nina: Adolescence,Amy Hassinger,2003,Listen &amp; Live Audio,http://images.amazon.com/images/P/1593160127.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593160127.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593160127.01.LZZZZZZZ.jpg,1262,10
1551669501,Diamond Spur,Diana Palmer,2002,Mira,http://images.amazon.com/images/P/1551669501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669501.01.LZZZZZZZ.jpg,112761,10
031219126X,"Frankenstein: Complete, Authoritative Text With Biographical, Historical, and Cultural Contexts, Critical History, and Essays from Contemporary Critic ... tive (Case Studies in Contemporary Criticism)",Mary Wollstonecraft Shelley,2000,Bedford Books,http://images.amazon.com/images/P/031219126X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031219126X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031219126X.01.LZZZZZZZ.jpg,1279,10
037348285X,Birds Bees And Babies 1994,Nora Roberts,1994,Silhouette,http://images.amazon.com/images/P/037348285X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037348285X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037348285X.01.LZZZZZZZ.jpg,1294,8
1574551108,Catechism of the Catholic Church,Catholic Church,2000,USCCB,http://images.amazon.com/images/P/1574551108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1574551108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1574551108.01.LZZZZZZZ.jpg,1297,10
1575666529,"Wedding Day Murder: A Lucy Stone Mystery (Meier, Leslie. Lucy Stone Mystery.)",Leslie Meier,2001,Kensington Publishing Corporation,http://images.amazon.com/images/P/1575666529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575666529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575666529.01.LZZZZZZZ.jpg,51192,7
316969680,The Beach House,James Patterson,2002,"Little, Brown",http://images.amazon.com/images/P/0316969680.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316969680.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316969680.01.LZZZZZZZ.jpg,224108,8
8807015293,Bar sport duemila (I narratori/Feltrinelli),Stefano Benni,1997,Feltrinelli,http://images.amazon.com/images/P/8807015293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807015293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8807015293.01.LZZZZZZZ.jpg,1314,1
881787017X,Senza Sangue,Alessandro Baricco,2002,Rizzoli Publications,http://images.amazon.com/images/P/881787017X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/881787017X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/881787017X.01.LZZZZZZZ.jpg,10765,8
3518368540,Homo Faber,Max Frisch,0,Distribooks Int'l+inc,http://images.amazon.com/images/P/3518368540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518368540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518368540.01.LZZZZZZZ.jpg,1330,10
1853260312,"20,000 Leagues Under the Sea (Wordsworth Collection)",Jules Verne,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260312.01.LZZZZZZZ.jpg,35445,5
1888740051,"Climbing Mt. Shasta: Route 1, Avalanche Gulch",Steve Lewis,1996,Photografix,http://images.amazon.com/images/P/1888740051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1888740051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1888740051.01.LZZZZZZZ.jpg,1348,8
1931646384,Never Act Your Age: Play the Happy Childlike Role Well at Every Age,Dale L. Anderson,2002,Beaver's Pond Press,http://images.amazon.com/images/P/1931646384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931646384.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931646384.01.LZZZZZZZ.jpg,1355,9
